"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2603","test_declined_login[chromium-wrong_user-secret_sauce-Epic sadface: Username and password do not match any user in this service]","tests.ui","Thu Jul 10 20:47:54 GMT 2025","passed","Thu Jul 10 20:47:57 GMT 2025","","test_decline_login","",""
"","17714","test_e2e_click_details[chromium]","tests.ui","Thu Jul 10 20:46:58 GMT 2025","passed","Thu Jul 10 20:47:16 GMT 2025","","test_e2e","",""
"","2610","test_declined_login[chromium-wrong_user-wrong_password-Epic sadface: Username and password do not match any user in this service]","tests.ui","Thu Jul 10 20:48:02 GMT 2025","passed","Thu Jul 10 20:48:04 GMT 2025","","test_decline_login","",""
"","12613","test_e2e_remove_from_cart[chromium]","tests.ui","Thu Jul 10 20:47:17 GMT 2025","passed","Thu Jul 10 20:47:30 GMT 2025","","test_e2e","",""
"","367","test_get_resource_users","tests.api","Thu Jul 10 20:46:40 GMT 2025","passed","Thu Jul 10 20:46:40 GMT 2025","","test_resource_users","",""
"","3101","test_declined_login[chromium- standard_user -secret_sauce-Epic sadface: Username and password do not match any user in this service]","tests.ui","Thu Jul 10 20:48:46 GMT 2025","passed","Thu Jul 10 20:48:49 GMT 2025","","test_decline_login","",""
"","1567","test_declined_login[chromium--secret_sauce-Epic sadface: Username is required]","tests.ui","Thu Jul 10 20:48:09 GMT 2025","passed","Thu Jul 10 20:48:10 GMT 2025","","test_decline_login","",""
"","2627","test_successful_login[chromium-error_user-secret_sauce]","tests.ui","Thu Jul 10 20:48:05 GMT 2025","passed","Thu Jul 10 20:48:08 GMT 2025","","test_successful_login","",""
"","10345","test_e2e_successful_order[chromium]","tests.ui","Thu Jul 10 20:46:47 GMT 2025","passed","Thu Jul 10 20:46:57 GMT 2025","","test_e2e","",""
"","2751","test_successful_login[chromium-visual_user-secret_sauce]","tests.ui","Thu Jul 10 20:48:19 GMT 2025","passed","Thu Jul 10 20:48:22 GMT 2025","","test_successful_login","",""
"","2905","test_declined_login[chromium-standard_user-SECRET_SAUCE-Epic sadface: Username and password do not match any user in this service]","tests.ui","Thu Jul 10 20:48:42 GMT 2025","passed","Thu Jul 10 20:48:45 GMT 2025","","test_decline_login","",""
"","1590","test_declined_login[chromium---Epic sadface: Username is required]","tests.ui","Thu Jul 10 20:48:23 GMT 2025","passed","Thu Jul 10 20:48:25 GMT 2025","","test_decline_login","",""
"","374","test_resource_user_not_found","tests.api","Thu Jul 10 20:46:39 GMT 2025","passed","Thu Jul 10 20:46:40 GMT 2025","","test_resource_user_not_found","",""
"","369","test_user_not_found","tests.api","Thu Jul 10 20:46:38 GMT 2025","passed","Thu Jul 10 20:46:39 GMT 2025","","test_get_user_not_found","",""
"","3106","test_declined_login[chromium-locked_out_user-wrong_password-Epic sadface: Username and password do not match any user in this service]","tests.ui","Thu Jul 10 20:48:34 GMT 2025","passed","Thu Jul 10 20:48:37 GMT 2025","","test_decline_login","",""
