"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2643","test_declined_login[chromium-wrong_user-secret_sauce-Epic sadface: Username and password do not match any user in this service]","tests.ui","Mon Jul 14 18:37:53 GMT 2025","passed","Mon Jul 14 18:37:56 GMT 2025","","test_decline_login","",""
"","350","test_register_successful","tests.api","Mon Jul 14 18:36:42 GMT 2025","passed","Mon Jul 14 18:36:42 GMT 2025","","test_register_successful","",""
"","12883","test_e2e_click_details[chromium]","tests.ui","Mon Jul 14 18:37:12 GMT 2025","passed","Mon Jul 14 18:37:25 GMT 2025","","test_e2e","",""
"","350","test_create_user","tests.api","Mon Jul 14 18:36:37 GMT 2025","passed","Mon Jul 14 18:36:37 GMT 2025","","test_create_user","",""
"","2959","test_declined_login[chromium-standard_user--Epic sadface: Password is required]","tests.ui","Mon Jul 14 18:38:21 GMT 2025","passed","Mon Jul 14 18:38:24 GMT 2025","","test_decline_login","",""
"","10412","test_e2e_successful_order[chromium]","tests.ui","Mon Jul 14 18:37:01 GMT 2025","passed","Mon Jul 14 18:37:11 GMT 2025","","test_e2e","",""
"","2955","test_declined_login[chromium-standard_user-SECRET_SAUCE-Epic sadface: Username and password do not match any user in this service]","tests.ui","Mon Jul 14 18:38:48 GMT 2025","passed","Mon Jul 14 18:38:50 GMT 2025","","test_decline_login","",""
"","335","test_register_unsuccessful","tests.api","Mon Jul 14 18:36:42 GMT 2025","passed","Mon Jul 14 18:36:43 GMT 2025","","test_register_unsuccessful","",""
"","2875","test_successful_login[chromium-problem_user-secret_sauce]","tests.ui","Mon Jul 14 18:37:49 GMT 2025","passed","Mon Jul 14 18:37:52 GMT 2025","","test_successful_login","",""
"","1599","test_declined_login[chromium---Epic sadface: Username is required]","tests.ui","Mon Jul 14 18:38:28 GMT 2025","passed","Mon Jul 14 18:38:30 GMT 2025","","test_decline_login","",""
"","3971","test_declined_login[chromium-performance_glitch_user-wrong_password-Epic sadface: Username and password do not match any user in this service]","tests.ui","Mon Jul 14 18:38:35 GMT 2025","passed","Mon Jul 14 18:38:39 GMT 2025","","test_decline_login","",""
"","80","test_get_user","tests.api","Mon Jul 14 18:36:41 GMT 2025","passed","Mon Jul 14 18:36:41 GMT 2025","","test_get_user","",""
"","3177","test_declined_login[chromium-standard_user-wrong_password-Epic sadface: Username and password do not match any user in this service]","tests.ui","Mon Jul 14 18:36:57 GMT 2025","passed","Mon Jul 14 18:37:00 GMT 2025","","test_decline_login","",""
